epoch,policy_loss,value_loss,entropy,clip_frac,mean_return
1,0.00025037117302417755,0.0023188767954707146,1.6975035667419434,0.0,0.06178161803109106
2,-0.0025058239698410034,0.0030477428808808327,1.6981068849563599,0.0,0.06178161803109106
3,-0.0034714797511696815,0.002072152215987444,1.6987262964248657,0.0,0.06178161803109106
4,-0.006381728686392307,0.0005271086702123284,1.6992645263671875,0.0,0.06178161803109106
5,-0.009360510855913162,0.0010700933635234833,1.6997703313827515,0.025390625,0.06178161803109106
